# Keithley DMM6500 Oscilloscope Data Export
# MM Experiment - 120° Measurement
# Date: 2025-06-05 18:02:58
# Operator: Physics Lab Student
# Channels: CH1 (Blue) - L1 Arm, CH2 (Green) - L2 Arm
# Sample Rate: 1.0 MS/s
# Time Base: 1ms/div
# Voltage Scale: 200mV/div
# Signal Frequency: 1000 Hz
# Temperature: 22.3°C, Humidity: 45%
# L1 Phase: 200.000°
# L2 Phase: 203.300°
# Phase Difference: 3.300°
#
Time(s),CH1_L1_Blue(V),CH2_L2_Green(V)
0.000390,0.456720,0.643472
0.000391,0.496189,0.450721
0.000392,0.239690,0.303941
0.000393,1.056925,0.032998
0.000394,0.158479,0.578192
0.000395,-0.439653,0.490225
0.000396,0.300826,0.033572
0.000397,0.254845,0.231710
0.000398,0.088717,-0.217727
0.000399,0.336872,-0.521523
0.000400,0.383706,0.232608
0.000401,0.124812,0.092184
0.000402,0.528264,0.295486
0.000403,0.095684,0.078458
0.000404,0.196836,0.146342
0.000405,0.350579,-0.057349
0.000406,0.446396,0.587499
0.000407,0.108486,0.087364
0.000408,0.041515,-0.175638
0.000409,0.349490,0.379278
0.000410,-0.053282,0.190561
0.000411,0.941939,0.090376
0.000412,0.589098,0.342188
0.000413,0.134842,0.790628
0.000414,0.089370,-0.000287
0.000415,0.542035,0.195822
0.000416,0.351513,0.290436
0.000417,0.705781,0.135522
0.000418,0.199377,0.187533
0.000419,0.059332,0.034690
0.000420,0.445593,0.039478
0.000421,0.605255,0.141173
0.000422,0.491310,0.455298
0.000423,0.503139,-0.068119
0.000424,0.315098,0.147384
0.000425,0.094804,-0.000939
0.000426,-0.146720,-0.048229
0.000427,0.048625,0.212661
0.000428,-0.357137,-0.191905
0.000429,0.845071,0.459561
0.000430,-0.045858,-0.033072
0.000431,-0.192319,0.095860
0.000432,0.958696,-0.050237
0.000433,0.242282,0.060329
0.000434,0.396441,0.149542
0.000435,0.241785,0.048698
0.000436,0.405965,0.115036
0.000437,0.342823,0.411271
0.000438,-0.246466,0.350093
0.000439,0.210003,-0.032191
0.000440,0.727837,-0.598286
0.000441,0.348538,0.300621
0.000442,-0.146733,0.241998
0.000443,0.454549,0.161506
0.000444,0.450584,-0.050987
0.000445,-0.394939,0.298261
0.000446,0.285178,0.701912
0.000447,0.550458,0.158181
0.000448,0.021495,0.198901
0.000449,-0.044799,0.500106
0.000450,0.191848,0.188601
0.000451,-0.363767,0.242006
0.000452,0.255624,0.355832
0.000453,0.044645,0.302516
0.000454,0.241782,-0.138110
0.000455,0.005852,0.089507
0.000456,-0.003377,-0.104787
0.000457,0.253279,0.554252
0.000458,0.597668,0.039778
0.000459,-0.099446,0.352405
0.000460,-0.257912,-0.192698
0.000461,0.350151,-0.152292
0.000462,-0.203112,-0.121506
0.000463,0.530562,0.247095
0.000464,-0.048037,0.291088
0.000465,-0.136621,-0.305182
0.000466,-0.302586,0.092596
0.000467,0.145740,0.744034
0.000468,0.230314,0.402721
0.000469,-0.151469,0.248269
0.000470,0.894130,-0.115030
0.000471,0.100977,0.838811
0.000472,-0.102199,-0.022117
0.000473,-0.047114,0.075055
0.000474,-0.039889,-0.059226
0.000475,-0.008963,-0.263335
0.000476,-0.308217,-0.148528
0.000477,-0.350861,-0.065594
0.000478,-0.409159,-0.060633
0.000479,0.051146,0.287896
0.000480,0.404508,-0.317376
0.000481,0.350422,-0.161535
0.000482,0.044231,0.148041
0.000483,-0.221440,-0.167569
0.000484,0.695132,-0.376781
0.000485,0.194458,-0.071981
0.000486,0.041047,0.240987
0.000487,0.046893,-0.158873
0.000488,-0.192228,0.039411
0.000489,-0.201134,0.395269
0.000490,-0.063677,0.248838
0.000491,0.142592,0.091211
0.000492,0.231003,-0.165196
0.000493,-0.355541,0.382565
0.000494,-0.045628,0.650008
0.000495,-0.215601,0.535775
0.000496,-0.020939,0.137986
0.000497,-0.123985,0.384238
0.000498,-0.070501,-0.351010
0.000499,-0.023155,0.079537
0.000500,-0.085615,0.535258
0.000501,-0.236628,0.093955
0.000502,0.224916,-0.005694
0.000503,0.263931,-0.075382
0.000504,0.366166,-0.372469
0.000505,0.383414,-0.192490
0.000506,-0.225547,-0.122525
0.000507,0.113646,-0.411716
0.000508,-0.074785,0.279904
0.000509,-0.328630,0.317200
0.000510,-0.430970,0.022887
0.000511,0.069211,0.162656
0.000512,-0.232526,-0.232137
0.000513,-0.089942,0.170373
0.000514,0.072745,-0.092924
0.000515,0.223887,0.065246
0.000516,0.068034,-0.246786
0.000517,0.285961,0.360249
0.000518,-0.212366,0.049152
0.000519,-0.240089,-0.190985
0.000520,-0.374965,0.061171
0.000521,0.164785,-0.324042
0.000522,0.056950,-0.174370
0.000523,0.023223,-0.167940
0.000524,0.011816,0.072608
0.000525,-0.086488,0.127454
0.000526,0.127359,-0.187696
0.000527,0.128861,-0.241359
0.000528,0.026435,0.039239
0.000529,-0.085253,-0.433172
0.000530,0.228744,-0.225552
0.000531,-0.130238,-0.179675
0.000532,-0.079487,-0.426977
0.000533,-0.697388,-0.022617
0.000534,0.176803,0.670545
0.000535,-0.022480,-0.187058
0.000536,-0.278504,-0.800213
0.000537,-0.038172,-0.338542
0.000538,-0.072394,-0.137021
0.000539,-0.396408,-0.080965
0.000540,-0.287675,-0.242157
0.000541,-0.239507,-0.132906
0.000542,-0.190676,-0.109448
0.000543,0.044889,0.009717
0.000544,-0.332776,-0.076748
0.000545,-0.184642,-0.641182
0.000546,-0.243428,0.013169
0.000547,-0.089699,0.008752
0.000548,-0.641070,-0.175239
0.000549,-0.045115,-0.087638
0.000550,0.006578,-0.275560
0.000551,-0.311644,-0.030123
0.000552,-0.139886,-0.335163
0.000553,-0.439294,-0.377341
0.000554,-0.195087,-0.238220
0.000555,-0.147221,-0.128640
0.000556,-0.098334,-0.234765
0.000557,-0.338823,-0.389129
0.000558,-0.181544,-0.418392
0.000559,0.119454,-0.537002
0.000560,-0.135926,0.168753
0.000561,-0.289704,-0.196258
0.000562,-0.291670,-0.470797
0.000563,-0.076767,-0.390240
0.000564,-0.265047,-0.174524
0.000565,-0.419282,-0.382846
0.000566,-0.184809,0.315263
0.000567,-0.192264,-0.322519
0.000568,-0.083222,0.156681
0.000569,-0.446922,-0.282920
0.000570,-0.339616,-0.446917
0.000571,-0.348410,0.066248
0.000572,-0.430988,-0.085252
0.000573,0.020111,-0.482358
0.000574,-0.035703,-0.172333
0.000575,-0.303928,-0.399788
0.000576,-0.340149,-0.041264
0.000577,0.110901,-0.388054
0.000578,-0.038762,0.008398
0.000579,0.103295,0.049380
0.000580,-0.339164,-0.296938
0.000581,-0.242949,-0.097294
0.000582,-0.298162,-0.303718
0.000583,-0.232749,-0.142270
0.000584,-0.327337,0.062740
0.000585,-0.455636,0.112205
0.000586,-0.392425,-0.002386
0.000587,-0.296296,-0.302607
0.000588,-0.401637,-0.287576
0.000589,0.045587,-0.090235
0.000590,-0.448847,-0.343054
0.000591,-0.557342,-0.881824
0.000592,-0.245200,-0.296515
0.000593,-0.453298,-0.165073
0.000594,-0.299038,0.101258
0.000595,-0.138061,-0.486067
0.000596,-0.147980,-0.789276
0.000597,-0.113665,0.058660
0.000598,0.093553,-0.188353
0.000599,-0.301726,-0.278196
0.000600,-0.348503,-0.365789
0.000601,-0.136264,-0.413669
0.000602,-0.744292,-0.125628
0.000603,-0.440206,0.026675
0.000604,-0.329968,-0.161679
0.000605,-0.005935,-0.014722
0.000606,-0.443288,-0.177685
0.000607,-0.551494,-0.164524
0.000608,-0.104190,-0.164166
0.000609,-0.664369,-0.372761
0.000610,-0.213964,-0.373035
0.000611,0.262105,-0.463627
0.000612,-0.348954,-0.159106
0.000613,-0.141818,-0.453381
0.000614,-0.498622,-0.434462
0.000615,-0.304368,-0.183341
0.000616,-0.353714,-0.563183
0.000617,-0.504519,-0.424087
0.000618,-0.245948,-0.368374
0.000619,-0.104213,-0.116876
0.000620,-0.153214,-0.188847
0.000621,-0.108890,-0.122125
0.000622,0.006035,-0.497382
0.000623,-0.205802,-0.380814
0.000624,-0.357175,-0.428235
0.000625,0.147121,-0.445720
0.000626,-0.400391,-0.573550
0.000627,-0.414571,-0.081577
0.000628,-0.347299,-0.262816
0.000629,-0.197040,-0.385492
0.000630,-0.114974,-0.487446
0.000631,-0.460768,-0.224470
0.000632,-0.153237,-0.386138
0.000633,-0.054335,-0.096041
0.000634,-0.392721,-0.593166
0.000635,-0.365796,-0.634509
0.000636,-0.008512,-0.448161
0.000637,0.036515,-0.084783
0.000638,-0.600776,-0.086934
0.000639,0.161485,-0.345053
0.000640,-0.309712,-0.696294
0.000641,-0.310080,-0.027142
0.000642,-0.210652,0.004996
0.000643,-0.412732,-0.333364
0.000644,-0.411873,-0.180582
0.000645,0.044645,0.112853
0.000646,-0.419226,-0.731327
0.000647,-0.555110,-0.443771
0.000648,0.054567,-0.602035
0.000649,-0.399357,-0.746852
0.000650,-0.551356,-0.824406
0.000651,-0.662450,0.104964
0.000652,-0.600120,-0.430326
0.000653,-0.198520,-0.528231
0.000654,-0.551311,-0.635990
0.000655,-0.680773,-0.178179
0.000656,0.123428,-0.143796
0.000657,-0.435745,-0.628104
0.000658,-0.120929,-0.796123
0.000659,-0.213391,-0.630489
0.000660,-0.235524,-0.476943
0.000661,0.120897,-0.530591
0.000662,-0.379991,-0.703620
0.000663,-0.577343,-0.783916
0.000664,-0.384226,-0.582445
0.000665,0.013034,-0.631658
0.000666,-0.849726,-0.243477
0.000667,-0.678317,-0.129537
0.000668,-0.376667,-0.673164
0.000669,-0.574334,-0.527744
0.000670,-0.313410,-0.131286
0.000671,-0.251997,-0.637613
0.000672,-0.812683,-0.409708
0.000673,-0.319997,-0.582646
0.000674,-0.183551,-0.396570
0.000675,-0.459029,-0.536719
0.000676,0.025330,-0.438757
0.000677,-0.212435,-0.606426
0.000678,-0.320605,-0.395857
0.000679,-0.322589,-0.080900
0.000680,-0.323764,-0.257575
0.000681,-0.339500,-0.150989
0.000682,-0.467181,-0.400008
0.000683,-0.082266,-0.181314
0.000684,-0.330365,-0.495198
0.000685,-0.476094,-0.339079
0.000686,-0.638907,-0.444720
0.000687,-0.084199,-0.247463
0.000688,-0.543350,-0.431015
0.000689,-0.403639,-0.130311
0.000690,-0.447403,-0.221039
0.000691,-0.697949,-0.282897
0.000692,0.013294,-0.380206
0.000693,-0.135024,-0.139707
0.000694,-0.193871,-0.375540
0.000695,-0.144774,-0.427800
0.000696,-0.177168,-0.484997
0.000697,-0.482186,0.017022
0.000698,-0.344064,-0.786908
0.000699,-0.429812,-0.580420
0.000700,-0.173332,-0.271726
0.000701,-0.115908,-0.380291
0.000702,-0.792002,-0.474646
0.000703,-0.217093,-0.277860
0.000704,-0.316704,-0.635541
0.000705,-0.472979,0.301353
0.000706,-0.530942,-0.542209
0.000707,-0.531660,-0.643689
0.000708,-0.236012,-0.281827
0.000709,-0.366328,-0.441925
0.000710,-0.419476,-0.279401
0.000711,-0.308355,-0.879471
0.000712,-0.115754,-0.336577
0.000713,-0.678550,-0.221639
0.000714,-0.280974,-0.147082
0.000715,-0.308788,-0.583323
0.000716,-0.131480,-0.374549
0.000717,-0.357658,-0.294243
0.000718,-0.047721,-0.355908
0.000719,-0.209596,-0.497243
0.000720,-0.114468,-0.185114
0.000721,-0.219564,-0.567342
0.000722,-0.530777,-0.209600
0.000723,-0.592699,-0.664111
0.000724,-0.904783,-0.557620
0.000725,-0.404740,-0.199561
0.000726,-0.456214,-0.513469
0.000727,-0.156367,-0.253737
0.000728,-0.303251,-0.066039
0.000729,-0.500433,-0.708773
0.000730,-0.539154,-0.397803
0.000731,0.159682,-0.760138
0.000732,-0.512445,-0.361129
0.000733,-0.386972,-0.803170
0.000734,-0.386240,-0.623371
0.000735,-0.427964,-0.470076
0.000736,-0.633426,-0.116506
0.000737,-0.345337,-0.457827
0.000738,-0.532685,-0.452043
0.000739,-0.470966,-0.542075
0.000740,-0.566302,-0.449852
0.000741,-0.476621,-0.359253
0.000742,-0.425412,-0.600372
0.000743,-0.049353,-0.056572
0.000744,-0.280576,-0.755519
0.000745,-0.190935,-0.557128
0.000746,-0.085449,-0.403752
0.000747,-0.380267,-0.461035
0.000748,-0.685643,-0.453111
0.000749,-0.491900,-0.626508
0.000750,-0.025326,-0.547814
0.000751,-0.325250,-0.193630
0.000752,-0.468710,-0.739679
0.000753,-0.216061,-0.091445
0.000754,-0.181152,-0.510002
0.000755,-0.278417,-0.389543
0.000756,-0.074990,-0.037160
0.000757,-0.208038,-0.137125
0.000758,-0.323366,-0.300618
0.000759,-0.144388,-0.276183
0.000760,-0.225501,-0.365800
0.000761,-0.611291,-0.319856
0.000762,-0.314863,-0.580143
0.000763,-0.367089,-0.271705
0.000764,-0.417085,-0.377531
0.000765,-0.620161,-0.565374
0.000766,-0.518678,-0.017997
0.000767,-0.484844,-0.369368
0.000768,-0.268903,0.333137
0.000769,-0.375016,-0.776058
0.000770,-0.381200,-0.581544
0.000771,0.125576,-0.435588
0.000772,-0.530382,-0.447740
0.000773,-0.290521,-0.636264
0.000774,-0.126747,-0.582720
0.000775,-0.391471,-0.326837
0.000776,-0.370025,-0.477052
0.000777,0.214578,-0.651073
0.000778,-0.850521,-0.448532
0.000779,-0.146898,-0.931993
0.000780,-0.644763,-0.220872
0.000781,0.209066,-0.428204
0.000782,-0.531071,-0.242983
0.000783,-0.093207,-0.881079
0.000784,-0.352767,-0.381946
0.000785,-0.601539,-0.642592
0.000786,-0.739777,-0.393431
0.000787,-0.591373,-0.333323
0.000788,-0.238679,-0.779476
0.000789,-0.504286,-0.734718
0.000790,-0.379209,0.148168
0.000791,-0.434184,-0.432840
0.000792,-0.384876,-0.534132
0.000793,-0.503831,-0.059094
0.000794,-0.399127,-0.107188
0.000795,-0.033443,-0.400198
0.000796,-0.390966,-0.499767
0.000797,-0.042242,0.001062
0.000798,-0.375390,-0.247911
0.000799,-0.140930,-0.386644
0.000800,-0.326647,-0.530052
0.000801,-0.137399,-0.205827
0.000802,-0.137992,-0.754608
0.000803,-0.786713,-0.643527
0.000804,-0.489550,-0.133483
0.000805,-0.012209,-1.049316
0.000806,-0.341593,-0.204352
0.000807,-0.543095,-0.704603
0.000808,-0.306674,-0.498949
0.000809,-0.284973,-0.351879
0.000810,-0.688420,-0.290969
0.000811,-0.407188,-0.353328
0.000812,-0.489615,-0.034095
0.000813,-0.333945,-0.946032
0.000814,-0.444942,-0.639491
0.000815,-0.646630,-0.295614
0.000816,-0.433775,-0.495292
0.000817,-0.083695,-0.595715
0.000818,-0.395764,-0.453886
0.000819,-0.688720,-0.677485
0.000820,-0.597297,-0.308788
0.000821,-0.249556,-0.306034
0.000822,-0.445058,-0.253558
0.000823,-0.134037,-0.416768
0.000824,-0.236696,-0.631473
0.000825,-0.331917,-0.449936
0.000826,-0.035549,-0.619840
0.000827,-0.232531,-0.899126
0.000828,-0.073160,-0.447544
0.000829,-0.641250,-0.114249
0.000830,-0.338422,-0.144634
0.000831,-0.584200,-0.401363
0.000832,0.215444,-0.288914
0.000833,-0.119883,0.186072
0.000834,-0.236573,-0.400060
0.000835,-0.081157,-0.361911
0.000836,-0.088460,-0.613670
0.000837,-0.389239,-0.452017
0.000838,-0.287692,-0.457577
0.000839,-0.043630,0.152715
0.000840,-1.003843,-0.525307
0.000841,-0.398491,-0.527814
