# Keithley DMM6500 Oscilloscope Data Export
# MM Experiment - 0° Measurement
# Date: 2025-06-05 18:02:56
# Operator: Physics Lab Student
# Channels: CH1 (Blue) - L1 Arm, CH2 (Green) - L2 Arm
# Sample Rate: 1.0 MS/s
# Time Base: 1ms/div
# Voltage Scale: 200mV/div
# Signal Frequency: 1000 Hz
# Temperature: 22.3°C, Humidity: 45%
# L1 Phase: 200.000°
# L2 Phase: 201.500°
# Phase Difference: 1.500°
#
Time(s),CH1_L1_Blue(V),CH2_L2_Green(V)
0.000311,0.335846,-0.093510
0.000312,0.834793,0.307195
0.000313,0.491349,0.005799
0.000314,0.632499,0.861504
0.000315,0.542770,0.707787
0.000316,0.982847,0.275068
0.000317,0.395796,0.227246
0.000318,0.242735,0.227037
0.000319,0.926228,0.423505
0.000320,0.343748,0.815305
0.000321,0.435847,0.623798
0.000322,0.416054,0.421859
0.000323,-0.167232,0.509000
0.000324,0.522626,0.296378
0.000325,0.180301,0.508129
0.000326,0.269260,0.003835
0.000327,0.025394,0.736937
0.000328,0.183725,0.448401
0.000329,-0.018020,-0.199636
0.000330,0.231021,0.260992
0.000331,0.673577,0.603486
0.000332,0.220224,0.547797
0.000333,0.624026,0.344299
0.000334,0.342758,-0.149463
0.000335,0.478701,0.264565
0.000336,0.109099,0.003732
0.000337,-0.214150,0.457247
0.000338,0.333940,1.063815
0.000339,0.971903,0.267208
0.000340,-0.080744,0.708626
0.000341,0.518659,0.215605
0.000342,-0.036161,0.110202
0.000343,0.222674,0.413606
0.000344,0.301485,0.623267
0.000345,0.102086,0.519365
0.000346,0.681074,0.187435
0.000347,0.334485,-0.024241
0.000348,0.278701,0.563492
0.000349,0.713869,0.482162
0.000350,0.090949,0.429970
0.000351,0.288288,0.217685
0.000352,-0.065780,0.174210
0.000353,0.535240,-0.121414
0.000354,0.333895,0.184894
0.000355,0.328309,0.123763
0.000356,0.287185,0.374400
0.000357,0.574442,0.277499
0.000358,0.241946,0.231578
0.000359,0.030621,0.474038
0.000360,0.285432,0.623953
0.000361,0.125904,0.831921
0.000362,-0.018402,0.155080
0.000363,-0.214997,0.183060
0.000364,0.137792,0.236769
0.000365,0.481212,-0.315271
0.000366,-0.013840,0.132156
0.000367,-0.010791,0.130180
0.000368,-0.108756,0.430316
0.000369,0.846912,-0.132922
0.000370,0.051017,-0.079156
0.000371,-0.035837,0.076040
0.000372,0.823401,0.586286
0.000373,0.382647,0.383623
0.000374,0.178201,0.288767
0.000375,0.286154,-0.066402
0.000376,-0.363121,0.578800
0.000377,-0.001585,0.442210
0.000378,0.153850,0.477248
0.000379,0.680926,-0.216180
0.000380,0.503784,0.648092
0.000381,0.482358,-0.320288
0.000382,-0.099771,-0.118762
0.000383,0.294536,0.224939
0.000384,-0.061656,-0.120171
0.000385,0.193640,0.880141
0.000386,0.948949,-0.067836
0.000387,0.043005,0.340061
0.000388,0.247105,0.188580
0.000389,0.132615,0.945542
0.000390,0.342317,0.085983
0.000391,0.897836,0.385032
0.000392,0.054153,0.028933
0.000393,0.526180,0.336399
0.000394,-0.115517,0.268430
0.000395,-0.356561,1.083200
0.000396,0.446081,0.455264
0.000397,0.345225,0.184503
0.000398,0.588556,1.228829
0.000399,0.139338,0.081376
0.000400,0.180711,0.482105
0.000401,0.533307,0.413646
0.000402,-0.227568,0.229348
0.000403,-0.315270,0.315148
0.000404,-0.105976,0.170659
0.000405,0.481888,0.818985
0.000406,-0.068101,0.222416
0.000407,0.130212,0.027635
0.000408,0.416556,0.261771
0.000409,0.377727,0.318694
0.000410,0.272393,0.562984
0.000411,0.304393,0.613559
0.000412,-0.334849,0.711199
0.000413,0.350074,0.362309
0.000414,0.261258,0.827566
0.000415,0.364151,0.113946
0.000416,-0.225785,-0.024116
0.000417,0.726908,0.124185
0.000418,0.457012,0.216635
0.000419,-0.048109,0.110324
0.000420,-0.138019,-0.228932
0.000421,0.706112,0.374461
0.000422,-0.434643,0.019283
0.000423,0.552401,0.441737
0.000424,-0.389629,0.218196
0.000425,-0.198105,0.725851
0.000426,-0.024305,0.007980
0.000427,0.404859,0.267786
0.000428,0.119627,-0.104302
0.000429,-0.334868,0.064075
0.000430,0.365172,0.316467
0.000431,0.324320,-0.092115
0.000432,0.666643,0.411550
0.000433,0.375643,0.167797
0.000434,-0.183069,0.010108
0.000435,0.744302,0.256302
0.000436,0.188105,0.061807
0.000437,-0.016789,-0.289922
0.000438,0.101842,0.303073
0.000439,0.582526,0.198671
0.000440,0.076084,0.100804
0.000441,-0.074128,0.404194
0.000442,0.427022,-0.181956
0.000443,0.139932,0.352100
0.000444,0.223118,0.007908
0.000445,0.731592,-0.197326
0.000446,0.376483,-0.359725
0.000447,0.073201,0.211190
0.000448,0.341103,-0.485097
0.000449,-0.070832,0.354457
0.000450,0.072285,0.311550
0.000451,-0.069674,0.203230
0.000452,0.468570,0.349401
0.000453,0.690826,0.011570
0.000454,0.488334,0.154754
0.000455,0.027387,0.336962
0.000456,0.276043,0.452062
0.000457,-0.227327,0.649779
0.000458,0.433320,-0.130453
0.000459,-0.323088,-0.201544
0.000460,-0.217020,0.211236
0.000461,0.531074,-0.288269
0.000462,0.073162,0.653846
0.000463,0.326897,-0.514174
0.000464,0.210130,0.359570
0.000465,0.155536,0.001357
0.000466,-0.291838,0.251207
0.000467,-0.289344,0.395892
0.000468,0.455501,-0.532717
0.000469,0.025479,-0.189207
0.000470,-0.091348,-0.141867
0.000471,0.011395,0.156534
0.000472,-0.029831,-0.289384
0.000473,0.474569,0.158994
0.000474,0.076134,-0.083430
0.000475,0.174073,0.353787
0.000476,0.119946,0.270512
0.000477,-0.326654,0.161909
0.000478,-0.079000,0.174838
0.000479,-0.180696,0.010705
0.000480,-0.282854,0.061917
0.000481,0.117045,0.137439
0.000482,0.313702,-0.047827
0.000483,0.013517,0.300706
0.000484,0.400913,-0.053054
0.000485,0.143738,0.154198
0.000486,-0.292041,0.006836
0.000487,0.053578,-0.088618
0.000488,0.208824,-0.160349
0.000489,-0.042440,0.396462
0.000490,-0.028002,-0.090499
0.000491,0.121390,-0.246917
0.000492,-0.043069,-0.231360
0.000493,0.065520,0.246797
0.000494,-0.045371,0.592332
0.000495,-0.053121,-0.127437
0.000496,-0.042437,0.023770
0.000497,-0.106681,-0.234380
0.000498,-0.063419,-0.157878
0.000499,-0.251509,-0.089957
0.000500,-0.202796,0.157857
0.000501,-0.158059,0.048107
0.000502,-0.000122,-0.154743
0.000503,0.036378,0.010344
0.000504,-0.120985,-0.008262
0.000505,-0.241776,0.197011
0.000506,-0.345316,-0.354098
0.000507,-0.016467,-0.137086
0.000508,0.081419,-0.295399
0.000509,-0.247744,-0.328912
0.000510,-0.048289,0.168546
0.000511,-0.361672,-0.339932
0.000512,-0.159031,-0.191362
0.000513,0.388275,-0.426467
0.000514,0.348632,0.015545
0.000515,-0.164003,-0.047630
0.000516,-0.263159,0.158808
0.000517,-0.217794,-0.503263
0.000518,-0.004897,0.057066
0.000519,0.088876,0.099149
0.000520,0.036723,-0.057697
0.000521,-0.158434,-0.148039
0.000522,0.039006,-0.093423
0.000523,-0.025617,0.113238
0.000524,-0.101129,0.055321
0.000525,0.435643,-0.346747
0.000526,0.238842,-0.188834
0.000527,0.189376,-0.242221
0.000528,-0.059158,-0.142049
0.000529,0.190737,-0.222425
0.000530,-0.056534,0.190416
0.000531,-0.362223,0.056493
0.000532,-0.156761,-0.343542
0.000533,-0.012696,-0.407020
0.000534,0.148531,-1.101554
0.000535,0.081205,-0.156174
0.000536,0.307827,-0.306370
0.000537,0.141657,-0.204506
0.000538,-0.594097,-0.210354
0.000539,0.046188,-0.202228
0.000540,-0.061953,-0.157820
0.000541,-0.398089,0.113610
0.000542,0.156389,0.101274
0.000543,-0.645142,0.096074
0.000544,-0.310721,-0.020361
0.000545,-0.509813,-0.563141
0.000546,-0.244619,0.291671
0.000547,-0.442225,-0.214605
0.000548,-0.450578,0.200827
0.000549,-0.084980,-0.205094
0.000550,0.063474,-0.205087
0.000551,-0.196893,-0.249324
0.000552,0.160875,-0.717768
0.000553,0.319265,0.109313
0.000554,-0.261282,-0.409964
0.000555,-0.396506,0.352413
0.000556,-0.692927,0.044647
0.000557,0.147455,0.149440
0.000558,0.229473,-0.245777
0.000559,0.045121,0.290652
0.000560,-0.104356,0.115143
0.000561,-0.303335,0.047607
0.000562,-0.356590,-0.052287
0.000563,-0.543466,-0.281866
0.000564,-0.064810,0.151903
0.000565,-0.009945,-0.144516
0.000566,-0.409031,-0.289590
0.000567,-0.305302,0.252096
0.000568,-0.112443,-0.295543
0.000569,-0.058058,-0.438125
0.000570,-0.049825,-0.290714
0.000571,0.056614,-0.347333
0.000572,0.220288,-0.142725
0.000573,-0.251599,-0.238154
0.000574,-0.389496,-0.494462
0.000575,-0.594767,-0.333719
0.000576,-0.446779,-0.180458
0.000577,0.007595,-0.239254
0.000578,-0.183035,0.003366
0.000579,-0.053921,-0.113246
0.000580,-0.191744,-0.687605
0.000581,-0.394769,-0.147018
0.000582,-0.285787,-0.031771
0.000583,-0.352140,-0.331419
0.000584,-0.592149,-0.094899
0.000585,-0.050835,0.576909
0.000586,-0.301330,-0.320732
0.000587,0.205363,0.023205
0.000588,-0.184025,0.360978
0.000589,-0.598152,-0.386843
0.000590,0.002407,-0.276203
0.000591,-0.336102,-0.074727
0.000592,-0.382593,0.273524
0.000593,-0.136404,-0.386513
0.000594,-0.039427,-0.392963
0.000595,0.059826,-0.237588
0.000596,-0.188113,-0.128427
0.000597,-0.301358,-0.329288
0.000598,0.013500,0.161754
0.000599,-0.228918,0.052652
0.000600,-0.434727,-0.021157
0.000601,0.075269,-0.390552
0.000602,0.177657,-0.090368
0.000603,-0.242810,-0.428642
0.000604,0.020773,-0.343361
0.000605,-0.288324,-0.289678
0.000606,-0.499006,-0.029548
0.000607,-0.334564,-0.086424
0.000608,-0.141820,-0.088666
0.000609,-0.095776,-0.325904
0.000610,-0.483349,0.018033
0.000611,0.018489,-0.428191
0.000612,-0.070612,0.017704
0.000613,-0.788963,-0.676608
0.000614,-0.470073,-0.483927
0.000615,-0.019407,-0.488558
0.000616,-0.480979,0.299495
0.000617,-0.113688,-0.514942
0.000618,-0.059605,0.013453
0.000619,-0.321691,-0.601687
0.000620,-0.379402,-0.389038
0.000621,-0.124354,-0.148788
0.000622,-0.465265,-0.385068
0.000623,-0.318405,-0.342944
0.000624,-0.658957,-0.145261
0.000625,-0.056190,-0.598779
0.000626,-0.668867,-0.251425
0.000627,-0.071750,-0.154209
0.000628,-0.625052,0.306943
0.000629,-0.366561,-0.239145
0.000630,0.036866,-0.039976
0.000631,-0.273291,-0.338225
0.000632,-0.284256,-0.091684
0.000633,-0.462893,-0.639779
0.000634,-0.014494,-0.240874
0.000635,-0.464726,-0.552470
0.000636,-0.359172,-0.647314
0.000637,-0.519824,-0.439070
0.000638,-0.414123,-0.196651
0.000639,-0.018510,-0.344904
0.000640,-0.304465,-0.699868
0.000641,-0.214368,-0.159108
0.000642,-0.250080,-0.108930
0.000643,-0.663686,-0.290981
0.000644,-0.041221,-0.512697
0.000645,-0.462913,-0.189057
0.000646,-0.006856,-0.441155
0.000647,-0.668652,0.003759
0.000648,-0.507783,0.016379
0.000649,-0.301311,-0.433310
0.000650,-0.517864,-0.140261
0.000651,-0.269648,-0.137531
0.000652,-0.379042,-0.198670
0.000653,-0.212021,-0.001098
0.000654,-0.223520,-0.356580
0.000655,-0.321703,-0.550273
0.000656,-0.312947,-0.197809
0.000657,0.045980,-0.297215
0.000658,-0.556736,-0.357622
0.000659,-0.215817,-0.568583
0.000660,-0.212125,-0.195337
0.000661,-0.256878,0.001760
0.000662,-0.308316,-0.186328
0.000663,-0.753328,-0.493021
0.000664,-0.012061,-0.431416
0.000665,-0.355298,-0.591049
0.000666,-0.447366,-0.429852
0.000667,-0.593199,-0.534774
0.000668,-0.699243,-0.238981
0.000669,-0.348592,-0.198067
0.000670,-0.201078,-0.393428
0.000671,-0.057486,-0.344438
0.000672,-0.705565,-0.550276
0.000673,-0.654667,-0.676269
0.000674,-0.350232,-0.381998
0.000675,-0.639273,-0.480865
0.000676,-0.034440,-0.080532
0.000677,-0.393921,-0.217778
0.000678,-0.083664,-0.190792
0.000679,-0.147899,-0.380363
0.000680,-0.261695,0.272397
0.000681,0.048882,0.121459
0.000682,0.144595,-0.744446
0.000683,-0.313835,-0.471821
0.000684,-0.403456,-0.756397
0.000685,-0.247117,-0.584530
0.000686,-0.450538,-0.387535
0.000687,-0.409052,-0.382068
0.000688,-0.290697,-0.745241
0.000689,-0.352663,-0.348406
0.000690,-0.337108,-0.444982
0.000691,0.015286,-0.529233
0.000692,-0.235681,-0.606864
0.000693,-0.489045,-0.301436
0.000694,-0.378094,-0.148350
0.000695,-0.183429,-0.498264
0.000696,-0.250445,-0.278992
0.000697,-0.398143,0.151689
0.000698,-0.395364,-0.049646
0.000699,-0.578888,-0.495409
0.000700,-0.490893,0.279714
0.000701,-0.587915,-0.337896
0.000702,-0.708915,-0.330892
0.000703,-0.554343,-0.130001
0.000704,-0.296609,-0.082158
0.000705,-0.173898,-0.989695
0.000706,-0.234980,-0.327344
0.000707,-0.279050,0.314198
0.000708,-0.590226,-0.383702
0.000709,-0.331499,-0.494310
0.000710,-0.195645,-0.638668
0.000711,-0.391239,-0.396117
0.000712,-0.076178,-0.445785
0.000713,-0.334246,-0.503484
0.000714,-0.523618,0.000047
0.000715,-0.328256,-0.591209
0.000716,-0.343285,-0.239654
0.000717,-0.382726,-0.903348
0.000718,-0.486584,-0.390184
0.000719,-0.039379,-0.336660
0.000720,-0.785836,-0.679768
0.000721,-0.331476,0.227176
0.000722,-0.401846,-0.312700
0.000723,-0.338430,-0.773658
0.000724,-0.292686,-0.433366
0.000725,-0.394331,-0.727980
0.000726,-0.293276,-0.266395
0.000727,-0.344455,0.020354
0.000728,-0.254768,-0.321613
0.000729,-0.197485,-0.463835
0.000730,-0.345522,-0.338443
0.000731,-0.041554,-0.172905
0.000732,-0.502206,-0.373459
0.000733,-0.498719,-0.227408
0.000734,-0.203291,-0.575492
0.000735,-0.547897,-0.485868
0.000736,-0.040956,-0.472646
0.000737,-0.308011,-0.277438
0.000738,-0.008200,-0.427425
0.000739,0.256595,-0.138035
0.000740,-0.385668,-0.081816
0.000741,-0.294581,-0.436622
0.000742,-0.140353,-0.081305
0.000743,-0.694506,-0.530782
0.000744,-0.297264,-0.221574
0.000745,-0.128300,-0.175630
0.000746,-0.256600,-0.228341
0.000747,-0.343297,-0.581353
0.000748,-0.344188,-0.386741
0.000749,-0.651217,-0.441103
0.000750,-0.214851,-0.437104
0.000751,-0.359647,-0.337858
0.000752,-0.054869,0.064536
0.000753,-0.452563,-0.545884
0.000754,-0.165304,-0.341216
0.000755,-0.209404,-0.345499
0.000756,-0.400879,-0.235754
0.000757,-0.555919,0.020518
0.000758,-0.391508,0.003747
0.000759,-0.505257,-0.373666
0.000760,-0.564103,-0.194105
0.000761,-0.497847,-0.284988
0.000762,-0.115839,-0.489149
0.000763,-0.610178,-0.539437
0.000764,0.007065,-0.488492
0.000765,-0.635379,-0.486988
0.000766,-0.181185,-0.577330
0.000767,-0.304969,-0.476402
0.000768,-0.413076,-0.236666
0.000769,0.399300,-0.673418
0.000770,-0.669843,-0.339002
0.000771,-0.363856,-0.489099
0.000772,-0.667897,-0.239843
0.000773,-0.548041,-0.170099
0.000774,-0.191424,-0.669318
0.000775,-0.475259,-0.278514
0.000776,-0.504396,-0.224174
0.000777,-0.406271,0.030690
0.000778,-0.274742,-0.520421
0.000779,-0.613500,-0.599946
0.000780,-0.771266,-0.499098
0.000781,-0.110561,-0.567723
0.000782,0.129774,-0.358477
0.000783,-0.707842,-0.249731
0.000784,-0.271085,0.192782
0.000785,-0.366257,-0.625796
0.000786,-0.521395,-0.352263
0.000787,0.029328,-0.499041
0.000788,-0.504851,-0.257135
0.000789,0.078695,-0.616822
0.000790,-0.268689,-0.260261
0.000791,-0.125383,-0.293586
0.000792,-0.327025,-0.312460
0.000793,-0.463491,-0.313968
0.000794,-0.154182,-0.268067
0.000795,-0.613959,-0.361453
0.000796,-0.723220,-0.461899
0.000797,-0.366458,-0.452493
0.000798,-0.204597,-0.311764
0.000799,-0.013935,-0.904384
0.000800,-0.412763,-0.628603
0.000801,-0.651016,-0.708031
0.000802,-0.196014,-0.317613
0.000803,-0.611653,-0.168681
0.000804,-0.248723,-0.358401
0.000805,-0.205500,-0.422287
0.000806,-0.411616,-0.617639
0.000807,-0.051563,-0.456921
0.000808,-0.675148,-0.466377
0.000809,0.187585,-0.019438
0.000810,0.144347,0.086356
0.000811,0.048247,0.182002
0.000812,-0.154676,-0.448916
0.000813,-0.062005,-0.347679
0.000814,-0.516936,-0.369228
0.000815,-0.468308,-0.543397
0.000816,-0.001402,-0.393375
0.000817,-0.280712,-0.593533
0.000818,-0.273815,-0.077207
0.000819,-0.231419,-0.199206
0.000820,-0.373875,-0.334199
0.000821,-0.615751,-0.597761
0.000822,-0.167994,-0.098118
0.000823,0.075834,-0.199550
0.000824,-0.155803,-0.754290
0.000825,-0.265453,0.095664
0.000826,-0.109987,-0.699196
0.000827,-0.053994,-0.310116
0.000828,-0.256108,-0.497424
0.000829,-0.060694,-0.499873
0.000830,-0.067034,-0.138394
0.000831,-0.526010,-0.394944
0.000832,-0.397992,-0.038828
0.000833,-0.511064,-0.112160
0.000834,-0.257568,-0.204657
0.000835,-0.405585,-0.392125
0.000836,-0.815354,-0.083135
0.000837,-0.363971,-0.745815
0.000838,-0.162268,-0.392555
0.000839,-0.375677,-0.542822
0.000840,0.000885,-0.248511
0.000841,-0.216893,-0.088449
0.000842,-0.415209,-0.301850
