# Keithley DMM6500 Oscilloscope Data Export
# MM Experiment - 180° Measurement
# Date: 2025-06-05 18:02:59
# Operator: Physics Lab Student
# Channels: CH1 (Blue) - L1 Arm, CH2 (Green) - L2 Arm
# Sample Rate: 1.0 MS/s
# Time Base: 1ms/div
# Voltage Scale: 200mV/div
# Signal Frequency: 1000 Hz
# Temperature: 22.3°C, Humidity: 45%
# L1 Phase: 200.000°
# L2 Phase: 204.200°
# Phase Difference: 4.200°
#
Time(s),CH1_L1_Blue(V),CH2_L2_Green(V)
0.000268,0.033242,0.410491
0.000269,0.089116,0.553045
0.000270,0.041878,0.415471
0.000271,0.421485,0.105478
0.000272,0.232660,0.055534
0.000273,0.966749,0.613479
0.000274,0.777536,0.028539
0.000275,0.442768,0.421992
0.000276,0.314280,0.400453
0.000277,0.079901,0.057336
0.000278,0.486490,1.116667
0.000279,0.576927,-0.072591
0.000280,0.486352,-0.027665
0.000281,-0.217508,0.229201
0.000282,0.724717,0.006340
0.000283,0.528322,0.550906
0.000284,0.040336,0.757825
0.000285,0.179247,0.399510
0.000286,0.971591,0.659334
0.000287,0.867084,0.357492
0.000288,0.437916,0.200375
0.000289,0.629889,0.166066
0.000290,0.219065,0.001122
0.000291,0.277325,0.347372
0.000292,0.225012,0.568358
0.000293,0.376611,0.362323
0.000294,0.386133,0.603606
0.000295,0.143019,0.358595
0.000296,0.698905,0.711728
0.000297,0.394512,0.557394
0.000298,0.358119,0.104664
0.000299,0.605139,0.158091
0.000300,-0.156682,0.460254
0.000301,0.012222,0.297156
0.000302,0.494542,0.261546
0.000303,0.041033,0.572662
0.000304,0.306071,0.300755
0.000305,0.799291,0.308951
0.000306,0.763621,0.849585
0.000307,0.716097,0.558611
0.000308,0.493728,-0.242267
0.000309,0.602678,0.020894
0.000310,0.208853,0.161104
0.000311,0.138765,0.818856
0.000312,0.050966,0.979332
0.000313,0.331502,0.378789
0.000314,0.301880,0.265103
0.000315,0.482006,0.870891
0.000316,0.239657,0.021306
0.000317,0.648429,0.361924
0.000318,0.005517,0.328154
0.000319,-0.164567,-0.079823
0.000320,0.497474,-0.125860
0.000321,-0.013351,0.291207
0.000322,0.178080,0.278952
0.000323,0.597668,0.624070
0.000324,-0.158734,-0.374850
0.000325,0.584416,0.725187
0.000326,0.141493,0.787251
0.000327,0.948994,-0.020572
0.000328,0.130164,0.038684
0.000329,-0.115214,0.177869
0.000330,0.526389,0.089863
0.000331,0.835221,-0.012335
0.000332,0.026139,0.742478
0.000333,0.131921,0.400284
0.000334,0.166656,0.742718
0.000335,0.333174,0.036014
0.000336,-0.174459,0.338719
0.000337,0.336346,0.453905
0.000338,0.075476,0.736707
0.000339,0.222149,0.244020
0.000340,0.226062,0.517900
0.000341,-0.136559,0.731106
0.000342,-0.129030,0.636433
0.000343,0.017577,0.108419
0.000344,0.459876,-0.070063
0.000345,0.808722,0.432678
0.000346,0.118780,0.448240
0.000347,0.421744,1.022801
0.000348,1.014939,0.372484
0.000349,0.227684,0.224453
0.000350,0.606971,0.936619
0.000351,0.178212,0.175255
0.000352,0.367937,0.605952
0.000353,0.077336,0.103359
0.000354,0.159781,0.166245
0.000355,0.263213,0.504044
0.000356,0.370652,0.423372
0.000357,0.370513,0.016252
0.000358,0.470751,0.199750
0.000359,0.176435,-0.319573
0.000360,0.581697,0.524350
0.000361,0.221361,0.311316
0.000362,0.821005,0.458878
0.000363,0.337056,0.484185
0.000364,0.437350,0.612648
0.000365,0.479372,0.569707
0.000366,0.636405,0.698456
0.000367,0.032725,0.620466
0.000368,0.491290,0.164415
0.000369,0.192032,-0.179232
0.000370,0.522346,0.311054
0.000371,0.236488,0.272826
0.000372,1.279354,-0.143958
0.000373,0.229142,0.102667
0.000374,-0.118642,0.174524
0.000375,-0.021379,0.331033
0.000376,0.730108,-0.189115
0.000377,0.061678,0.053645
0.000378,0.364011,0.565802
0.000379,-0.030100,0.468877
0.000380,0.274357,0.273399
0.000381,0.262998,0.159958
0.000382,0.211765,0.457433
0.000383,0.175204,0.755826
0.000384,0.252624,-0.050582
0.000385,0.460908,0.349848
0.000386,-0.237546,1.040846
0.000387,-0.031644,0.056039
0.000388,0.122003,0.298348
0.000389,0.362370,0.501397
0.000390,0.405756,0.782019
0.000391,0.011164,0.552843
0.000392,0.111636,0.350103
0.000393,0.213449,0.142082
0.000394,0.357081,0.086312
0.000395,0.045024,-0.045573
0.000396,0.295250,-0.153299
0.000397,0.397933,0.046512
0.000398,0.484345,0.163215
0.000399,0.505463,-0.190311
0.000400,0.232997,0.289800
0.000401,0.900001,0.479613
0.000402,0.110913,0.348248
0.000403,-0.113652,-0.263388
0.000404,-0.244171,-0.044782
0.000405,0.095693,0.149616
0.000406,0.199772,0.055250
0.000407,-0.104362,0.609835
0.000408,0.249994,-0.246890
0.000409,0.306192,0.312006
0.000410,0.414690,0.020032
0.000411,-0.037130,-0.005185
0.000412,0.308647,0.302199
0.000413,0.054426,0.398766
0.000414,0.450851,0.134027
0.000415,-0.409923,-0.052974
0.000416,0.146208,0.855848
0.000417,0.091297,0.084953
0.000418,-0.297670,0.289425
0.000419,0.603020,-0.009378
0.000420,-0.109652,0.146548
0.000421,0.313580,0.382488
0.000422,0.054876,-0.304263
0.000423,0.161232,0.382002
0.000424,0.022617,-0.101492
0.000425,-0.036328,0.100412
0.000426,0.263534,0.402696
0.000427,0.005120,0.112221
0.000428,0.119333,0.504899
0.000429,0.270345,0.181500
0.000430,-0.085443,0.304191
0.000431,-0.027656,0.052847
0.000432,-0.076106,0.606200
0.000433,-0.042893,0.352858
0.000434,-0.081645,-0.204443
0.000435,-0.279874,0.351934
0.000436,-0.014447,-0.055727
0.000437,0.464608,0.002623
0.000438,-0.188473,-0.553153
0.000439,-0.076938,-0.401304
0.000440,0.309668,0.144565
0.000441,0.266216,0.303896
0.000442,-0.143645,0.900166
0.000443,-0.273683,-0.243575
0.000444,-0.182438,0.012805
0.000445,-0.227816,0.399054
0.000446,0.503881,-0.204124
0.000447,-0.027789,-0.155065
0.000448,0.162505,-0.140537
0.000449,0.364896,0.140698
0.000450,0.410880,0.122085
0.000451,-0.142543,0.236443
0.000452,-0.189711,-0.458591
0.000453,0.252258,0.690570
0.000454,0.000450,-0.276244
0.000455,-0.007766,-0.063428
0.000456,0.104327,-0.421383
0.000457,0.197289,0.632543
0.000458,0.201878,0.181821
0.000459,-0.183137,0.329020
0.000460,0.201560,0.591085
0.000461,0.541965,-0.017384
0.000462,0.102994,0.330841
0.000463,0.096776,-0.065426
0.000464,0.095326,-0.208262
0.000465,0.107486,0.099118
0.000466,0.373610,-0.117144
0.000467,0.194602,-0.205525
0.000468,-0.098865,-0.016384
0.000469,0.086895,0.539176
0.000470,0.047760,-0.018392
0.000471,-0.064577,-0.103842
0.000472,-0.258861,0.283566
0.000473,0.341289,-0.068541
0.000474,0.100094,-0.123783
0.000475,-0.046918,-0.076161
0.000476,-0.549894,-0.019988
0.000477,0.056752,0.034907
0.000478,0.516706,0.135426
0.000479,0.234281,-0.313843
0.000480,-0.160363,0.076837
0.000481,0.053193,0.231520
0.000482,0.548066,-0.064834
0.000483,0.242669,0.423068
0.000484,0.236132,0.234930
0.000485,-0.206827,0.275736
0.000486,0.241485,0.080086
0.000487,0.111006,-0.317856
0.000488,-0.558003,0.026542
0.000489,-0.199037,0.023637
0.000490,0.000614,-0.063495
0.000491,0.440920,0.423723
0.000492,-0.007119,-0.082522
0.000493,-0.254205,0.026915
0.000494,-0.398528,0.223266
0.000495,0.222162,-0.154711
0.000496,-0.408487,-0.327989
0.000497,0.053412,-0.421330
0.000498,0.110312,0.269416
0.000499,0.139049,-0.133204
0.000500,-0.154599,-0.019700
0.000501,0.346023,-0.076896
0.000502,-0.411167,0.071267
0.000503,-0.206761,-0.070141
0.000504,0.053126,-0.176422
0.000505,-0.146905,-0.070210
0.000506,-0.004841,-0.046913
0.000507,-0.012562,0.178494
0.000508,-0.110511,0.223938
0.000509,0.146716,-0.036292
0.000510,-0.106214,-0.176909
0.000511,-0.199138,-0.065560
0.000512,0.058587,0.171333
0.000513,0.100703,0.325963
0.000514,-0.040120,0.076392
0.000515,-0.309727,0.336064
0.000516,-0.499532,0.129555
0.000517,0.141055,-0.404077
0.000518,-0.260960,0.477494
0.000519,-0.453491,-0.122566
0.000520,-0.245918,-0.178650
0.000521,-0.447466,-0.069804
0.000522,0.352732,0.192209
0.000523,0.006988,0.027985
0.000524,-0.103293,-0.503650
0.000525,-0.047820,-0.018927
0.000526,-0.327425,0.037757
0.000527,-0.233931,-0.285788
0.000528,-0.179697,-0.052167
0.000529,0.102578,-0.101960
0.000530,-0.143245,-0.202487
0.000531,0.144755,-0.344157
0.000532,-0.000482,0.103951
0.000533,0.164912,-0.251256
0.000534,-0.038037,0.141552
0.000535,-0.436929,-0.246386
0.000536,-0.203727,0.359231
0.000537,-0.388780,0.008806
0.000538,-0.038213,-0.358103
0.000539,-0.007163,-0.543492
0.000540,-0.091111,0.247026
0.000541,0.254111,0.153369
0.000542,-0.436678,0.362198
0.000543,-0.224738,0.360016
0.000544,0.060610,-0.091723
0.000545,0.000575,-0.183278
0.000546,0.260777,-0.599442
0.000547,-0.236059,-0.340862
0.000548,0.119254,-0.035816
0.000549,-0.274479,-0.071066
0.000550,-0.146637,-0.113737
0.000551,0.157922,0.118643
0.000552,-0.190018,-0.425034
0.000553,0.003488,0.001363
0.000554,0.046723,0.072632
0.000555,0.067873,-0.170524
0.000556,-0.346190,-0.151183
0.000557,-0.080406,-0.089977
0.000558,-0.181045,0.153078
0.000559,-0.639483,-0.237866
0.000560,-0.033911,-0.328085
0.000561,0.101896,-0.179100
0.000562,0.016933,-0.383102
0.000563,-0.326540,-0.129430
0.000564,-0.055024,-0.489285
0.000565,-0.100659,0.129121
0.000566,0.008981,-0.279969
0.000567,0.065648,-0.627080
0.000568,0.106578,-0.124150
0.000569,-0.387158,-0.019019
0.000570,0.008701,-0.221705
0.000571,-0.331996,-0.372433
0.000572,0.402500,-0.404688
0.000573,-0.391856,-0.148360
0.000574,-0.087500,-0.576081
0.000575,-0.137825,-0.297293
0.000576,0.150789,-0.258768
0.000577,-0.732240,0.005576
0.000578,0.047685,-0.037400
0.000579,-0.243908,0.099675
0.000580,-0.393613,-0.339447
0.000581,0.308188,-0.186249
0.000582,-0.236472,-0.149607
0.000583,-0.092821,-0.245170
0.000584,-0.232188,-0.248744
0.000585,0.161108,-0.399419
0.000586,-0.276982,-0.368715
0.000587,-0.129806,0.337225
0.000588,-0.043068,-0.009283
0.000589,0.212187,-0.300922
0.000590,-0.295005,-0.310190
0.000591,-0.089212,-0.007977
0.000592,-0.136228,-0.046677
0.000593,-0.491275,-0.251207
0.000594,0.310176,-0.501555
0.000595,0.217942,-0.751697
0.000596,-0.379888,-0.411065
0.000597,-0.175005,-0.012167
0.000598,-0.075802,-0.264954
0.000599,-0.508899,-0.159677
0.000600,-0.583253,-0.463333
0.000601,-0.434344,-0.015339
0.000602,-0.431913,-0.454913
0.000603,-0.235057,0.303309
0.000604,-0.514400,-0.322572
0.000605,-0.321262,0.103984
0.000606,0.266452,-0.201685
0.000607,-0.172355,-0.507925
0.000608,-0.433289,-0.390267
0.000609,-0.329043,0.501399
0.000610,-0.262872,-0.489920
0.000611,-0.266480,-0.388542
0.000612,-0.216894,-0.411451
0.000613,-0.473759,-0.433542
0.000614,-0.167924,0.031507
0.000615,-0.320168,-0.482309
0.000616,-0.427622,-0.686112
0.000617,-0.257155,-0.680766
0.000618,-0.379216,0.078206
0.000619,-0.364123,-0.078694
0.000620,-0.382059,0.070112
0.000621,-0.287800,-0.134730
0.000622,-0.569078,0.106591
0.000623,-0.173053,-0.551775
0.000624,-0.558214,-0.601987
0.000625,-0.070893,-0.300260
0.000626,-0.419668,0.294226
0.000627,-0.473283,-0.157839
0.000628,-0.371724,-0.205960
0.000629,-0.218251,0.027282
0.000630,-0.309624,-0.393698
0.000631,-0.012108,-0.297626
0.000632,-0.331728,-0.100740
0.000633,0.308481,-0.408686
0.000634,-0.534555,-0.345186
0.000635,-0.074455,-0.151804
0.000636,0.135480,-0.049289
0.000637,0.126368,-0.265411
0.000638,-0.224129,-0.010542
0.000639,-0.325230,-0.160997
0.000640,-0.034958,-0.089554
0.000641,-0.278337,-0.165224
0.000642,-0.406873,-0.503714
0.000643,-0.219002,-0.496826
0.000644,-0.270422,0.195094
0.000645,-0.134685,-0.154428
0.000646,-0.278367,-0.707290
0.000647,-0.337018,-0.146372
0.000648,-0.334216,-0.255314
0.000649,-0.186282,0.046999
0.000650,-0.349101,-0.699184
0.000651,-0.479782,-0.453170
0.000652,-0.124966,-0.509580
0.000653,-0.131901,-0.000623
0.000654,-0.291599,0.097157
0.000655,-0.515362,-0.504624
0.000656,-0.013745,-0.248857
0.000657,-0.514996,-0.565499
0.000658,0.227291,0.093020
0.000659,-0.482657,-0.315189
0.000660,-0.964671,-0.296569
0.000661,-0.519279,-0.439040
0.000662,-0.366876,-0.205224
0.000663,-0.629161,0.091325
0.000664,-0.471399,-0.456736
0.000665,-0.564966,-0.162457
0.000666,-0.279552,-0.438410
0.000667,-0.706806,-0.349988
0.000668,-0.570716,-0.197859
0.000669,-0.479524,-0.101673
0.000670,-0.320468,-0.340088
0.000671,-0.502442,-0.185608
0.000672,-0.672703,-0.647244
0.000673,-0.326562,-0.817690
0.000674,-0.868333,-0.159262
0.000675,-0.318887,-0.383871
0.000676,-0.323981,-0.151092
0.000677,-0.084070,-0.053203
0.000678,-0.572750,-0.704105
0.000679,-0.028326,-0.044265
0.000680,-0.039985,-0.564177
0.000681,-0.536675,-0.412812
0.000682,-0.228937,0.091799
0.000683,-0.381446,-0.753809
0.000684,-0.522825,-0.503872
0.000685,-0.280802,-0.657520
0.000686,-0.475394,-0.443123
0.000687,-0.595519,-0.546355
0.000688,-0.539474,-0.197498
0.000689,-0.387167,-0.343434
0.000690,-0.696654,-0.486057
0.000691,-0.544109,-0.548056
0.000692,-0.285808,-0.489064
0.000693,-0.536457,0.122015
0.000694,-0.378888,-0.430339
0.000695,-0.548858,-0.350827
0.000696,-0.397907,-0.242156
0.000697,-0.587657,-0.143229
0.000698,-0.195281,-0.331293
0.000699,-0.387977,-0.730332
0.000700,-0.878147,-0.225875
0.000701,-0.466806,-0.341545
0.000702,-0.233355,-0.380601
0.000703,-0.724131,-0.700429
0.000704,-0.576311,-0.249272
0.000705,-0.559253,-0.086256
0.000706,-0.383427,-0.475047
0.000707,-0.451574,0.047564
0.000708,-0.251101,-0.220414
0.000709,-0.117543,-0.395417
0.000710,-0.019737,-0.458186
0.000711,-0.361192,-0.373339
0.000712,-0.361463,-0.122190
0.000713,-0.371583,-0.637062
0.000714,-0.009960,-0.642334
0.000715,-0.633787,-0.298775
0.000716,-0.727837,-0.446731
0.000717,-0.182820,-0.080114
0.000718,-0.480607,-0.448472
0.000719,-0.607400,-0.230729
0.000720,-0.276261,-0.100386
0.000721,-0.157472,-0.593079
0.000722,-0.488027,-0.200286
0.000723,-0.009669,-0.386740
0.000724,-0.337263,-0.300088
0.000725,-0.492051,-0.268545
0.000726,-0.265928,-0.051689
0.000727,-0.723160,-0.137855
0.000728,-0.633654,-0.655903
0.000729,-0.126722,-0.550928
0.000730,-0.471329,-0.544516
0.000731,-0.351602,-0.551671
0.000732,-0.128851,-0.265863
0.000733,-0.270647,-0.296897
0.000734,-0.319257,-0.098998
0.000735,-0.738282,-0.406593
0.000736,-0.376427,-0.664317
0.000737,-0.280619,-0.205697
0.000738,-0.576176,-0.714278
0.000739,-0.321862,-0.154530
0.000740,-0.045902,-0.313801
0.000741,-0.524726,-0.312257
0.000742,-0.026796,-0.551018
0.000743,-0.622760,-0.259370
0.000744,-0.629615,-0.495300
0.000745,-0.167432,-0.599644
0.000746,-0.526665,-0.351254
0.000747,-0.234080,-0.457374
0.000748,-0.477583,-0.509138
0.000749,-0.429070,-0.407766
0.000750,-0.539586,-0.303731
0.000751,-0.431077,-0.445505
0.000752,0.116024,-0.171865
0.000753,-0.425279,-0.558429
0.000754,-0.169648,-0.408166
0.000755,-0.406986,-0.492402
0.000756,-0.315326,-0.354773
0.000757,-0.516844,-0.611732
0.000758,-0.307804,-0.313113
0.000759,-0.262899,-0.564283
0.000760,0.020742,-0.519471
0.000761,-0.571916,-0.264102
0.000762,-0.478524,-0.268014
0.000763,-0.080232,-0.759035
0.000764,-0.424650,-0.129237
0.000765,-0.773180,0.066891
0.000766,-0.216264,-0.078846
0.000767,-0.450871,-0.325117
0.000768,-0.122341,-0.508501
0.000769,-0.421594,-0.634776
0.000770,-0.323590,-0.915659
0.000771,-0.124516,-0.162272
0.000772,-0.115615,-0.568169
0.000773,-0.286631,-0.224313
0.000774,-0.402015,-0.411709
0.000775,-0.263382,-0.564436
0.000776,-0.525566,-0.271917
0.000777,-0.317808,-0.566987
0.000778,-0.274483,-0.368349
0.000779,-0.306393,-0.626964
0.000780,-0.114076,-0.090131
0.000781,-0.016325,-0.377610
0.000782,-0.578386,-0.491010
0.000783,-0.517099,-0.532482
0.000784,-0.376766,-0.376681
0.000785,-0.479594,-0.175802
0.000786,-0.419329,-0.519546
0.000787,-0.321879,-0.022723
0.000788,-0.426960,-0.343422
0.000789,-0.530771,-0.578485
0.000790,-0.412279,-0.724775
0.000791,-0.015291,-0.379912
0.000792,-0.284660,-0.682119
0.000793,-0.277560,-0.482196
0.000794,-0.526651,-0.332612
0.000795,-0.248911,-0.492437
0.000796,-0.373615,-0.627331
0.000797,-0.614427,-0.369978
0.000798,-0.459198,-0.379579
0.000799,-0.263965,-0.777426
0.000800,-0.478317,-0.477042
0.000801,-0.397761,-0.480494
0.000802,0.069327,-0.735781
0.000803,-0.106222,-0.124800
0.000804,-0.076641,-0.138392
0.000805,-0.317281,-0.481441
0.000806,-0.559791,-0.428508
0.000807,-0.708977,-0.483692
0.000808,0.120219,-0.118722
0.000809,-0.427251,-0.415579
0.000810,-0.115893,-0.070804
0.000811,-0.514965,-0.428207
0.000812,-0.203510,-0.667771
0.000813,-0.364044,-0.217604
0.000814,0.160335,-0.120594
0.000815,-0.724935,-0.273140
0.000816,-0.317942,-0.466150
0.000817,-0.332022,-0.517192
0.000818,-0.362845,-0.211603
0.000819,-0.266831,-0.626941
0.000820,-0.050881,-0.469782
0.000821,-0.566577,-0.524110
0.000822,-0.228538,-0.220418
0.000823,-0.518377,-0.477160
0.000824,0.341808,-0.306311
0.000825,-0.108649,-0.202256
0.000826,-0.358066,-0.029558
0.000827,-0.460439,-0.068055
0.000828,-0.458093,-0.223619
0.000829,-0.555567,-0.178562
0.000830,-0.046481,-0.467153
0.000831,-0.502117,-0.217718
0.000832,-0.644722,-0.477558
0.000833,-0.600724,-0.283025
0.000834,-0.207547,-0.594085
0.000835,0.086636,-0.156414
0.000836,-0.455654,-0.047231
0.000837,-0.524027,-0.339140
0.000838,-0.160758,-0.262724
0.000839,-0.408606,-0.117930
0.000840,0.037985,-0.359585
0.000841,-0.310699,-0.149137
